name,code,born
Ivan Provedel,ITA,1994
Ivan Radovanovic,SRB,1988
Ivan Rakitic,CRO,1988
Ivan Ramis,ESP,1984
Ivan Rodriguez,ESP,1996
Ivan Santini,CRO,1989
Ivan Saponjic,SRB,1997
Ivan Strinic,CRO,1987
Ivan Toney,ENG,1996
Ivan Vargic,CRO,1987
Ivan Villar,ESP,1997
Ivaylo Chochev,BUL,1993
Iver Fossum,NOR,1996
Ivi,ESP,1994
Ivica Olic,CRO,1979
Ivo Ilicevic,CRO,1986
Ivo Pinto,POR,1990
Ivor Pandur,CRO,2000
Iyenoma Udogie,ITA,2002
Izet Hajrovic,BIH,1991
Izzy Brown,ENG,1997
Jaba Kankava,GEO,1986
Jack Butland,ENG,1993
Jack Colback,ENG,1989
Jack Cork,ENG,1989
Jack Grealish,ENG,1995
Jack Harrison,ENG,1996
Jack Lahne,SWE,2001
Jack O'Connell,ENG,1994
Jack Robinson,ENG,1993
Jack Rodwell,ENG,1991
Jack Simpson,ENG,1996
Jack Stacey,ENG,1996
Jack Stephens,ENG,1994
Jack Wilshere,ENG,1992
Jackson Martinez,COL,1986
Jacob Barrett Laursen,DEN,1994
Jacob Bruun Larsen,DEN,1998
Jacob Murphy,ENG,1995
Jacob Ramsey,ENG,2001
Jacob Rasmussen,DEN,1997
Jacobo,ESP,1997
Jacopo Da Riva,ITA,2000
Jacopo Dezi,ITA,1992
Jacopo Petriccione,ITA,1995
Jacopo Sala,ITA,1991
Jacopo Segre,ITA,1997
Jacques Siwe,FRA,2001
Jacques Zoua,CMR,1991
Jaden Philogene Bidace,ENG,2002
Jadon Sancho,ENG,2000
Jagos Vukovic,SRB,1988
Jaime,ESP,1980
Jaime Gavilan,ESP,1985
Jaime Mata,ESP,1988
Jaime Romero,ESP,1990
Jaime Seoane,ESP,1997
Jaime Sierra Mateos,ESP,1998
Jairo Izquierdo,ESP,1993
Jairo Morillas,ESP,1993
Jairo Riedewald,NED,1996
Jairo Samperio,ESP,1993
Jak Alnwick,ENG,1993
Jake Clarke-Salter,ENG,1997
Jake Hesketh,ENG,1996
Jake Livermore,ENG,1989
Jake Vokins,ENG,2000
Jakob Haugaard,DEN,1992
Jakob Johansson,SWE,1990
Jakub Blaszczykowski,POL,1985
Jakub Iskra,POL,2002
Jakub Jankto,CZE,1996
Jakub Moder,POL,1999
Jamaal Lascelles,ENG,1993
Jamal Lewis,NIR,1998
Jamal Musiala,GER,2003
Jamel Saihi,TUN,1987
James Chester,WAL,1989
James Collins,WAL,1983
James Garner,ENG,2001
James Husband,ENG,1994
James Justin,ENG,1998
James Lea Siliki,CMR,1996
James Maddison,ENG,1996
James McArthur,SCO,1987
James McCarthy,IRL,1990
James McClean,IRL,1989
James Milner,ENG,1986
James Morrison,SCO,1986
James Rodriguez,COL,1991
James Tarkowski,ENG,1992
James Tomkins,ENG,1989
James Ward-Prowse,ENG,1994
James Weir,ENG,1995
James Wilson,ENG,1995
Jamie Murphy,SCO,1989
Jamie Shackleton,ENG,1999
Jamie Sterry,ENG,1995
Jamie Vardy,ENG,1987
Jamilu Collins,NGA,1994
Jan Bednarek,POL,1996
Jan Kirchhoff,GER,1990
Jan Kliment,CZE,1993
Jan Luca Rumpf,GER,1999
Jan Luca Schuler,GER,1999
Jan Mlakar,SVN,1998
Jan Moravek,CZE,1989
Jan Oblak,SVN,1993
Jan Repas,SVN,1997
Jan Rosenthal,GER,1986
Jan Schlaudraff,GER,1983
Jan Thielmann,GER,2002
Jan Vertonghen,BEL,1987
Jan-Ingwer Callsen-Bracker,GER,1984
Jandrei,BRA,1993
Janek Sternberg,GER,1992
Janik Haberer,GER,1994
Janis Antiste,FRA,2002
JCnis Ikaunieks,LVA,1995
Jann-Fiete Arp,GER,2000
Jannes Horn,GER,1997
Jannik Huth,GER,1994
Jannik Vestergaard,DEN,1992
Japhet Tanganga,ENG,1999
Jaromir Zmrhal,CZE,1993
Jaroslav Drobny,CZE,1979
Jaroslav Plasil,CZE,1982
Jarrad Branthwaite,ENG,2002
Jarrod Bowen,ENG,1996
Jasmin Kurtic,SVN,1989
Jason,ESP,1994
Jason Davidson,AUS,1991
Jason Denayer,BEL,1995
Jason McCarthy,ENG,1995
Jason Puncheon,ENG,1986
Jason Shackell,ENG,1983
Jasper Cillessen,NED,1989
Jaume Costa,ESP,1988
Jaume Cuellar,BOL,2001
Jaume Domenech,ESP,1990
Javairo Dilrosun,NED,1998
Javi Alamo,ESP,1988
Javi Castellano,ESP,1987
Javi Fuego,ESP,1984
Javi Galan,ESP,1994
Javi Garcia,ESP,1987
Javi Guerra,ESP,1982
Javi Lara,ESP,1985
Javi Lopez,ESP,1986
Javi Lopez,ESP,2002
Javi Marquez,ESP,1986
Javi Martinez,ESP,1988
Javi Martinez,ESP,1999
Javi Moyano,ESP,1986
Javi Noblejas,ESP,1993
Javi Puado,ESP,1998
Javi Sanchez,ESP,1997
Javi Varas,ESP,1982
Javier Aquino,MEX,1990
Javier Aviles,ESP,1997
Javier Diaz,ESP,1997
Javier Eraso,ESP,1990
Javier Espinosa,ESP,1992
Javier Flano,ESP,1984
Javier Garrido,ESP,1985
Javier Hernandez,MEX,1988
Javier Manquillo,ESP,1994
Javier Mascherano,ARG,1984
Javier Munoz,ESP,1995
Javier Ontiveros,ESP,1997
Javier Pastore,ARG,1989
Javier Saviola,ARG,1981
Jawad El Yamiq,MAR,1992
Jay Fulton,SCO,1994
Jay Rodriguez,ENG,1989
Jayden Bogle,ENG,2000
Jayden Braaf,NED,2002
Jayson Molumby,IRL,1999
Jazz Richards,WAL,1991
Jean Ambrose,HAI,1993
Jean Calve,FRA,1984
Jean Carlos Silva Rocha,BRA,1996
Jean Deza,PER,1993
Jean Lucas,BRA,1998
Jean Makoun,CMR,1983
Jean Onana,CMR,2000
Jean Seri,CIV,1991
Jean Zimmer,GER,1993
Jean-Armel Kana-Biyik,CMR,1989
Jean-Charles Castelletto,CMR,1995
Jean-Christophe Bahebeck,FRA,1993
Jean-Christophe Bouet,FRA,1983
Jean-Clair Todibo,FRA,1999
Jean-Claude Billong,CMR,1993
Jean-Daniel Akpa-Akpro,CIV,1992
Jean-Eudes Aholou,CIV,1994
Jean-Francois Gillet,BEL,1979
Jean-Jacques Pierre,HAI,1981
Jean-Kevin Augustin,FRA,1997
Jean-Kevin Duverne,FRA,1997
Jean-Louis Leca,FRA,1985
Jean-Luc Dompe,FRA,1995
Jean-Manuel Mbom,GER,2000
Jean-Paul Boetius,NED,1994
Jean-Philippe Gbamin,CIV,1995
Jean-Philippe Krasso,CIV,1997
Jean-Philippe Mateta,FRA,1997
Jean-Pierre Nsame,CMR,1993
Jean-Ricner Bellegarde,FRA,1998
Jean-Sylvain Babin,MTQ,1986
Jean-Victor Makengo,FRA,1998
Jed Steer,ENG,1992
Jeff Hendrick,IRL,1992
Jeff Louis,HAI,1992
Jeff Reine-Adelaide,FRA,1998
Jefferson Farfan,PER,1984
Jefferson Lerma,COL,1994
Jefferson Montero,ECU,1989
Jeffrey Bruma,NED,1991
Jeffrey Gouweleeuw,NED,1991
Jeffrey Schlupp,GHA,1992
Jeison Lucumi,COL,1995
Jeison Murillo,COL,1992
Jemerson,BRA,1992
Jens Grahl,GER,1988
Jens Hegeler,GER,1988
Jens Jonsson,DEN,1993
Jens Odgaard,DEN,1999
Jens Petter Hauge,NOR,1999
Jens Stryger Larsen,DEN,1991
Jens Wemmer,GER,1985
Jeong Woo-yeong,KOR,1999
Jerdy Schouten,NED,1997
Jeremain Lens,NED,1987
Jeremias Ledesma,ARG,1993
Jeremie Aliadiere,FRA,1983
Jeremie Bela,ANG,1993
Jeremie Boga,CIV,1997
Jeremie Brechet,FRA,1979
Jeremie Frimpong,NED,2000
Jeremie Porsan-Clemente,FRA,1997
Jeremy Blayac,FRA,1983
Jeremy Choplin,FRA,1985
Jeremy Clement,FRA,1984
Jeremy Cordoval,GLP,1990
Jeremy Doku,BEL,2002
Jeremy Dudziak,TUN,1995
Jeremy Gelin,FRA,1997
Jeremy Grimm,FRA,1987
Jeremy Le Douaron,FRA,1998
Jeremy Livolant,FRA,1998
Jeremy Mathieu,FRA,1983
Jeremy Menez,FRA,1987
Jeremy Morel,MAD,1984
Jeremy Ngakia,ENG,2000
Jeremy Pied,FRA,1989
Jeremy Sorbon,FRA,1983
Jeremy Toljan,GER,1994
Jeremy Toulalan,FRA,1983
Jermain Defoe,ENG,1982
Jeroen Zoet,NED,1991
Jerome Boateng,GER,1988
Jerome Gondorf,GER,1988
Jerome Hergault,FRA,1986
Jerome Kiesewetter,USA,1993
Jerome Lemoigne,FRA,1983
Jerome Onguene,CMR,1997
Jerome Prior,FRA,1995
Jerome Roussillon,FRA,1993
Jerome Sinclair,ENG,1996
Jerome Thomas,ENG,1983
Jerry Mbakogu,NGA,1992
Jerry St. Juste,NED,1996
Jerson Cabral,NED,1991
Jese,ESP,1993
Jesper Hansen,DEN,1985
Jesper Juelsgard,DEN,1989
Jesse Joronen,FIN,1993
Jesse Lingard,ENG,1992
Jessic Ngankam,GER,2000
Jessy Deminguet,FRA,1998
Jessy Moulin,FRA,1986
Jessy Pi,FRA,1993
Jesus,ESP,1988
Jesus Gamez,ESP,1985
Jesus Navas,ESP,1985
Jesus Vallejo,ESP,1997
Jetro Willems,NED,1994
Jhon Chancellor,VEN,1992
Jhon Cordoba,COL,1993
Jhon Steven,COL,1994
Jhonder Cadiz,VEN,1995
Ji Dong-won,KOR,1991
Jiloan Hamad,IRQ,1990
Jimmy Briand,FRA,1985
Jimmy Cabot,FRA,1994
Jimmy Dunne,IRL,1997
Jimmy Durmaz,SWE,1989
Jimmy Giraudon,FRA,1992
Jimmy Kaparos,GER,2001
Jir Pavlenka,CZE,1992
Joachim Andersen,DEN,1996
Joakim Maehle,DEN,1997
Joakim Nilsson,SWE,1994
Joan Jordan,ESP,1994
Joan Monterde,ESP,1997
Joan Sastre Vanrell,ESP,1997
Joan Simun Edmundsson,FRO,1991
Joan Verdu,ESP,1983
Joao Cancelo,POR,1994
Joao Carlos Teixeira,POR,1993
Joao Felix,POR,1999
Joao Mario,POR,1993
Joao Moutinho,POR,1986
Joao Pedro,ITA,1992
Joao Pedro,BRA,2001
Joao Pereira,POR,1984
Joao Rodriguez,COL,1996
Joao Silva,POR,1990
Joao Victor Santos Sa,BRA,1994
Joao Virginia,POR,1999
Joaquin,ESP,1981
Joaquin Ardaiz,URU,1999
Joaquin Correa,ARG,1994
Joaquin Fernandez,ESP,1996
Joaquin Larrivey,ARG,1984
Joaquin Munoz,ESP,1999
Joe Allen,WAL,1990
Joe Bennett,ENG,1990
Joe Bryan,ENG,1993
Joe Cole,ENG,1981
Joe Dodoo,ENG,1995
Joe Gomez,ENG,1997
Joe Gyau,USA,1992
Joe Hart,ENG,1987
Joe Ledley,WAL,1987
Joe Lolley,ENG,1992
Joe Ralls,ENG,1993
Joe Rodon,WAL,1997
Joe Willock,ENG,1999
Joel Asoro,SWE,1999
Joel Campbell,CRC,1992
Joel Castro Pereira,POR,1996
Joel Coleman,ENG,1995
Joel Gerezgiher,GER,1995
Joel Matip,CMR,1991
Joel Mumbongo,SWE,1999
Joel Obi,NGA,1991
Joel Pohjanpalo,FIN,1994
Joel Robles,ESP,1990
Joel Untersee,SUI,1994
Joel Veltman,NED,1992
Joel Ward,ENG,1989
Joelinton,BRA,1996
Joey Barton,ENG,1982
Joey O'Brien,IRL,1986
Joffrey Cuffaut,FRA,1988
Johan Audel,MTQ,1983
Johan Djourou,SUI,1987
Johan Gastien,FRA,1988
Johan Larsson,SWE,1990
Johan Martial,FRA,1991
Johan Mojica,COL,1992
Johann Berg Guomundsson,ISL,1990
Johann Carrasso,FRA,1988
Johann Obiang,GAB,1993
Johannes Eggestein,GER,1998
Johannes Flum,GER,1987
Johannes Geis,GER,1993
Johannes van den Bergh,GER,1986
John Bostock,TRI,1992
John Boye,GHA,1987
John Brooks,USA,1993
John Donald,ESP,2000
John Egan,IRL,1992
John Fleck,SCO,1991
John Guidetti,SWE,1992
John Heitinga,NED,1983
John Joe,IRL,2003
John Lundstram,ENG,1994
John McGinn,SCO,1994
John O'Shea,IRL,1981
John Obi Mikel,NGA,1987
John Ruddy,ENG,1986
John Stones,ENG,1994
John Terry,ENG,1980
John Tshibumbu,COD,1989
John Yeboah,GER,2000
Johny Placide,HAI,1988
Jokin Ezkieta,ESP,1996
Joleon Lescott,ENG,1982
Jon Ander Garrido,ESP,1989
Jon Ander Serantes,ESP,1989
Jon Aurtenetxe,ESP,1992
Jon Bautista,ESP,1995
Jon Errasti,ESP,1988
Jon Flanagan,ENG,1993
Jon Gaztanaga,ESP,1991
Jon Gorenc Stankovic,SVN,1996
Jon Guridi,ESP,1995
Jon Moncayola,ESP,1998
Jon Morcillo,ESP,1998
Jon Pacheco,ESP,2001
Jon Toral,ESP,1995
Jonas Carls,GER,1997
Jonas Fohrenbach,GER,1996
Jonas Gutierrez,ARG,1983
Jonas Hector,GER,1990
Jonas Hofmann,GER,1992
Jonas Hofmann,GER,1997
Jonas Lossl,DEN,1989
Jonas Martin,FRA,1990
Jonas Meffert,GER,1994
Jonas Michel Dirkner,GER,2002
Jonas Michelbrink,GER,2001
Jonas Olsson,SWE,1983
Jonas Omlin,SUI,1994
Jonas Ramalho,ESP,1993
Jonathan Bamba,FRA,1996
Jonathan Benteke,BEL,1995
Jonathan Biabiany,FRA,1988
Jonathan Brison,FRA,1983
Jonathan Burkardt,GER,2000
Jonathan Cafu,BRA,1991
Jonathan Calleri,ARG,1993
Jonathan Clauss,FRA,1992
Jonathan Correia,FRA,1994
Jonathan David,CAN,2000
Jonathan de Guzman,NED,1987
Jonathan Delaplace,FRA,1986
Jonathan dos Santos,MEX,1990
Jonathan Gradit,FRA,1992
Jonathan Hogg,ENG,1988
Jonathan Ikone,FRA,1998
Jonathan Kodjia,CIV,1989
Jonathan Leko,ENG,1999
Jonathan Ligali,FRA,1991
Jonathan Lopez,ESP,1981
Jonathan Martins Pereira,FRA,1986
Jonathan Mensah,GHA,1990
Jonathan Moreira,BRA,1986
Jonathan Panzo,ENG,2000
Jonathan Pereira,ESP,1987
Jonathan Rivierez,MTQ,1989
Jonathan Rodriguez,URU,1993
Jonathan Schmid,FRA,1990
Jonathan Silva,ARG,1994
Jonathan Tah,GER,1996
Jonathan Tinhan,BEN,1989
Jonathan Viera,ESP,1989
Jonathan Walters,IRL,1983
Jonathan Zongo,BFA,1989
Jonathas,BRA,1989
Joni Montiel,ESP,1998
Jonjo Shelvey,ENG,1992
Jonjoe Kenny,ENG,1997
Jonny Castro,ESP,1994
Jonny Evans,NIR,1988
Jonny Howson,ENG,1988
Jonny Williams,WAL,1993
Jony,ESP,1991
Jony Alamo,ESP,2001
Jordan Adeoti,BEN,1989
Jordan Amavi,FRA,1994
Jordan Ayew,GHA,1991
Jordan Ferri,FRA,1992
Jordan Henderson,ENG,1990
Jordan Holsgrove,SCO,1999
Jordan Hugill,ENG,1992
Jordan Ikoko,COD,1994
Jordan Leborgne,GLP,1995
Jordan Lefort,FRA,1993
Jordan Loties,FRA,1984
Jordan Lotomba,SUI,1998
Jordan Lukaku,BEL,1994
Jordan Lyden,AUS,1996
Jordan Marie,FRA,1991
Jordan Nkololo,COD,1992
Jordan Pefok,USA,1996
Jordan Pickford,ENG,1994
Jordan Rhodes,SCO,1990
Jordan Rossiter,ENG,1997
Jordan Tell,FRA,1997
Jordan Thomas,ENG,2001
Jordan Torunarigha,GER,1997
Jordan Veretout,FRA,1993
Jordi,ESP,1987
Jordi Alba,ESP,1989
Jordi Amat,ESP,1992
Jordi Calavera,ESP,1995
Jordi Codina,ESP,1982
Jordi Gomez,ESP,1985
Jordi Masip,ESP,1989
Jordi Mboula,ESP,1999
Jordi Xumetra,ESP,1985
Jordon Ibe,ENG,1995
Jordon Mutch,ENG,1991
Jordy Clasie,NED,1991
Jordy Gaspar,FRA,1997
Jores Okore,DEN,1992
Jorge,BRA,1996
Jorge de Frutos,ESP,1997
Jorge Mere,ESP,1997
Jorge Miramon,ESP,1989
Jorge Molina,ESP,1982
Jorge Morcillo,ESP,1986
Jorge Pombo,ESP,1994
Jorge Pulido,ESP,1991
Jorge Saenz,ESP,1996
Jorginho,ITA,1991
Jorginho,GNB,1995
Joris Chotard,FRA,2001
Joris Delle,FRA,1990
Joris Gnagnon,FRA,1997
Joris Kayembe,BEL,1994
Joris Marveaux,MTQ,1982
Josan,ESP,1989
Joscha Wosz,GER,2002
Jose Alonso Lara,ESP,2000
Jose Angel,ESP,1989
Jose Angel Alonso,ESP,1989
Jose Angel Crespo,ESP,1987
Jose Antonio Martinez Gil,ESP,1993
Jose Antonio Miranda,EQG,1998
Jose Antonio Reyes,ESP,1983
Jose Arnaiz,ESP,1995
Jose Callejon,ESP,1987
Jose Campana,ESP,1993
Jose Canas,ESP,1987
Jose Carlos,ESP,1987
Jose Carlos,ESP,1996
Jose Enrique,ESP,1986
Jose Fontan,ESP,2000
Jose Fonte,POR,1983
Jose Holebas,GRE,1984
Jose Izquierdo,COL,1992
Jose Lopez Silva,ESP,1983
Jose Luis Gaya,ESP,1995
Jose Luis Morales,ESP,1987
Jose Luis Palomino,ARG,1990
Jose Luis Rodriguez,PAN,1998
Jose Manuel Casado,ESP,1986
Jose Manuel Jurado,ESP,1986
Jose Mari,ESP,1987
Jose Maria Basanta,ARG,1984
Jose Maria Gimenez,URU,1995
Jose Matos,ESP,1995
Jose Mauri,ITA,1996
Jose Pozo,ESP,1996
Jose Rodriguez,ESP,1994
Jose Saez,FRA,1982
Jose Sosa,ARG,1985
Joseba Zaldua,ESP,1992
Josef Husbauer,CZE,1990
Josef Martinez,VEN,1993
Joselu,ESP,1990
Josema,ESP,1996
Josep Martinez,ESP,1998
Josep Sene,ESP,1991
Joseph Aidoo,GHA,1995
Josh Benson,ENG,1999
Josh Brownhill,ENG,1995
Josh Cullen,IRL,1996
Josh Harrop,ENG,1995
Josh Maja,NGA,1998
Josh Martin,ENG,2001
Josh Murphy,ENG,1995
Josh Onomah,ENG,1997
Josh Sargent,USA,2000
Josh Sims,ENG,1997
Josh Tymon,ENG,1999
Josha Vagnoman,GER,2000
Joshua Brenet,NED,1994
Joshua Brillante,AUS,1993
Joshua Kimmich,GER,1995
Joshua King,NOR,1992
Joshua Mees,GER,1996
Joshua Perez,SLV,1998
Joshua Zirkzee,NED,2001
Josip Brekalo,CRO,1998
Josip Drmic,SUI,1992
Josip Elez,CRO,1994
Josip Ilicic,SVN,1988
Josip Posavec,CRO,1996
Josip Radosevic,CRO,1994
Josip Stanisic,CRO,2000
Josue Homawoo,FRA,1997
Josuha Guilavogui,FRA,1990
Jota,ESP,1991
Jota,POR,1999
Jozabed,ESP,1991
Jozo Stanic,CRO,1999
Jozy Altidore,USA,1989
Juan Aguilera,ESP,1985
Juan Bernat,ESP,1993
Juan Brunet,ARG,1998
Juan Brunetta,ARG,1997
Juan Carlos,ESP,1991
Juan Carlos,ESP,1987
Juan Carlos,ESP,1988
Juan Carlos Paredes,ECU,1987
Juan Carlos Valeron,ESP,1975
Juan Cruz,ESP,2000
Juan Cruz Armada,ESP,1992
Juan Cuadrado,COL,1988
Juan Dominguez,ESP,1990
Juan Ferney Otero,COL,1995
Juan Foyth,ARG,1998
Juan Hernandez,ESP,1994
Juan Iturbe,PAR,1993
Juan Jesus,BRA,1991
Juan Manuel Falcon,VEN,1989
Juan Manuel Ramos,URU,1996
Juan Manuel Valencia,COL,1998
Juan Manuel Vargas,PER,1983
Juan Mata,ESP,1988
Juan Miranda,ESP,2000
Juan Muniz,ESP,1992
Juan Munoz,ESP,1995
Juan Musso,ARG,1994
Juan Pablo Carrizo,ARG,1984
Juan Pablo Pino,COL,1987
Juan Perez,ESP,1996
Juan Quintero,COL,1993
Juan Rafael Fuentes,ESP,1990
Juan Rodriguez,ESP,1982
Juan Rodriguez,ESP,1995
Juan Sanchez Mino,ARG,1990
Juan Soriano,ESP,1997
Juan Valera Espin,ESP,1984
Juan Villar,ESP,1988
Juan Zuniga,COL,1985
Juanan Entrena,ESP,1996
Juanfran,ESP,1988
Juanfran,ESP,1976
Juanfran,ESP,1985
Juanito,ARG,1985
Juanjo Camacho,ESP,1980
Juanjo Narvaez,COL,1995
Juankar,ESP,1990
Juanmi,ESP,1993
Juanpe,ESP,1991
Juanpi,VEN,1994
Jude Bellingham,ENG,2003
Jules Goda,CMR,1989
Jules Iloki,FRA,1992
Jules Keita,GUI,1998
Jules Kounde,FRA,1998
Julian Baumgartlinger,AUT,1988
Julian Brandt,GER,1996
Julian Chabot,GER,1998
Julian Cuesta,ESP,1991
Julian Draxler,GER,1993
Julian Green,USA,1995
Julian Gunther-Schmidt,GER,1994
Julian Koch,GER,1990
Julian Korb,GER,1992
Julian Luque Conde,ESP,1992
Julian Palmieri,FRA,1986
Julian Pollersbeck,GER,1994
Julian Ryerson,NOR,1997
Julian Schieber,GER,1989
Julian Schuster,GER,1985
Julian Speroni,ARG,1979
Julian Weigl,GER,1995
Julien Begue,REU,1993
Julien Cardy,FRA,1981
Julien Cetout,FRA,1988
Julien Faubert,FRA,1983
Julien Faussurier,FRA,1987
Julien Feret,FRA,1982
Julien Ielsch,FRA,1983
Julien Laporte,FRA,1993
Julien Ngoy,BEL,1997
Julien Romain,FRA,1996
Julien Serrano,FRA,1998
Julien Vercauteren,BEL,1993
Julio Gracia,ESP,1998
Julio Tavares,CPV,1988
Julio Villalba,PAR,1998
Julius Kade,GER,1999
Juninho Bacuna,CUW,1997
Junior Alonso,PAR,1993
Junior Caicara,BRA,1989
Junior Diaz,CRC,1983
Junior Dina Ebimbe,FRA,2000
Junior Firpo,ESP,1996
Junior Hoilett,CAN,1990
Junior Malanda,BEL,1994
Junior Messias,BRA,1991
Junior Sambia,FRA,1996
Junior Stanislas,ENG,1989
Junior Tallo,CIV,1992
Junior Tavares,BRA,1996
Juraj Kucka,SVK,1987
Jurgen Locadia,NED,1993
Jussi Jaaskelainen,FIN,1975
Jussie,BRA,1983
Justin Hoogma,NED,1998
Justin Kluivert,NED,1999
Justin Mobius,GER,1997
Kaan Ayhan,TUR,1994
Kacper Urbanski,POL,2004
Kadeem Harris,ENG,1993
Kader Mangane,SEN,1983
Kai Havertz,GER,1999
Kai Herdling,GER,1984
Kai Proger,GER,1992
Kaj Sierhuis,NED,1998
Kalidou Koulibaly,SEN,1991
Kalidou Sidibe,FRA,1999
Kalifa Coulibaly,MLI,1991
Kalu Uche,NGA,1982
Kalvin Phillips,ENG,1995
Kamil Glik,POL,1988
Kamil Grosicki,POL,1988
Kamil Wilczek,POL,1988
Kara Mbodji,SEN,1989
Karamoko Cisse,GUI,1988
Karim Achahbar,MAR,1996
Karim Aribi,ALG,1994
Karim Azamoum,FRA,1990
Karim Bellarabi,GER,1990
Karim Benzema,FRA,1987
Karim Coulibaly,FRA,1993
Karim Guede,SVK,1985
Karim Laribi,TUN,1991
Karim Onisiwo,AUT,1992
Karim Rekik,NED,1994
Karim Yoda,FRA,1988
Karl Darlow,ENG,1990
Karl Henry,ENG,1982
Karl Toko Ekambi,CMR,1992
Karl-Johan Johnsson,SWE,1990
Karlan Grant,ENG,1997
Karlo Letica,CRO,1997
Karol Linetty,POL,1995
Kasey Palmer,JAM,1996
Kasim Nuhu,GHA,1995
Kasper Dolberg,DEN,1997
Kasper Schmeichel,DEN,1986
Kassim Abdallah,COM,1987
Kastriot Dermaku,ALB,1992
Kaylen Hinds,ENG,1998
Kayne Ramsey,ENG,2000
Kays Ruiz,MAR,2002
Kazuki Nagasawa,JPN,1991
Keagan Dolly,RSA,1993
Kean Bryan,ENG,1996
Keanan Bennetts,ENG,1999
Keinan Davis,ENG,1998
Keisuke Honda,JPN,1986
Keita Balde,SEN,1995
Keita Endo,JPN,1997
Keko,ESP,1991
Kelechi Iheanacho,NGA,1996
Kelechi Nwakali,NGA,1998
Kelland Watts,ENG,1999
Kelvin Amian,FRA,1998
Kelvin Davis,ENG,1976
Kelvin Ofori,GHA,2001
Kelyan Guessoum,FRA,1999
Ken Reichel,GER,1986
Ken Sema,SWE,1993
Kenan Karaman,TUR,1994
Kenan Kodro,BIH,1993
Kenedy,BRA,1996
Kenneth Omeruo,NGA,1993
Kenneth Zohore,DEN,1994
Kenny Lala,FRA,1991
Kenny McLean,SCO,1992
Kenny Nagera,FRA,2002
Kenny Rocha Santos,CPV,2000
Kenny Tete,NED,1995
Kepa Arrizabalaga,ESP,1994
Kerem Demirbay,GER,1993
Kerim Calhanoglu,GER,2002
Kermit Erasmus,RSA,1990
Keven Schlotterbeck,GER,1997
Kevin Agudelo,COL,1998
Kevin Akpoguma,NGA,1995
Kevin Berigaud,FRA,1988
Kevin Bonifazi,ITA,1996
Kevin Constant,GUI,1987
Kevin Danso,AUT,1998
Kevin De Bruyne,BEL,1991
Kevin Denkey,TOG,2000
Kevin Diks,NED,1996
Kevin Doyle,IRL,1983
Kevin Gameiro,FRA,1987
Kevin Goden,GER,1999
Kevin Gomis,GNB,1989
Kevin Grobkreutz,GER,1988
Kevin Kampl,SVN,1990
Kevin Koubemba,CGO,1993
Kevin Kuranyi,GER,1982
Kevin Lasagna,ITA,1992
Kevin Lejeune,FRA,1985
Kevin Long,IRL,1990
Kevin Malcuit,MAR,1991
Kevin Mayi,GAB,1993
Kevin Mbabu,SUI,1995
Kevin McDonald,SCO,1988
Kevin Mirallas,BEL,1987
Kevin Mohwald,GER,1993
Kevin Monnet-Paquet,FRA,1988
Kevin N'Doram,FRA,1996
Kevin Nolan,ENG,1982
Kevin Rimane,GUF,1991
Kevin Rodrigues,POR,1994
Kevin Ruegg,SUI,1998
Kevin Soni,CMR,1998
Kevin Stewart,JAM,1993
Kevin Stoger,AUT,1993
Kevin Strootman,NED,1990
Kevin Theophile-Catherine,FRA,1989
Kevin Toner,IRL,1996
Kevin Trapp,GER,1990
Kevin Vazquez,ESP,1993
Kevin Vogt,GER,1991
Kevin Volland,GER,1992
Kevin Wimmer,AUT,1992
Kevin Zohi,MLI,1996
Kevin-Prince Boateng,GHA,1987
Keylor Navas,CRC,1986
Khaled Adenon,BEN,1985
Khalid Boutaib,MAR,1987
Khanya Leshabela,RSA,1999
Khephren Thuram-Ulie,FRA,2001
Khiry Shelton,USA,1993
Khouma Babacar,SEN,1993
Ki Sung-yueng,KOR,1989
Ki-Jana Hoever,NED,2002
Kian Hansen,DEN,1989
Kieran Dowell,ENG,1997
Kieran Gibbs,ENG,1989
Kieran Richardson,ENG,1984
Kieran Tierney,SCO,1997
Kieran Trippier,ENG,1990
Kieron Freeman,WAL,1992
Kike,ESP,1989
Kike Barja,ESP,1997
Kike Perez,ESP,1997
Kiko Casilla,ESP,1986
Kiko Femenia,ESP,1991
Kiko Olivas,ESP,1988
Kilian Jakob,GER,1998
Kilian Ludewig,GER,2000
Killian Sanson,FRA,1997
Kim Jin-su,KOR,1992
Kingsley Coman,FRA,1996
Kingsley Ehizibue,NED,1995
Kingsley Fobi,GHA,1998
Kingsley Michael,NGA,1999
Kingsley Schindler,GER,1993
Kiril Despodov,BUL,1996
Klaas-Jan Huntelaar,NED,1983
Klaus Gjasula,ALB,1989
Klauss,BRA,1997
Koba Koindredi,FRA,2001
Koen Casteels,BEL,1992
Koffi Djidji,CIV,1992
Koke,ESP,1992
Koke Vegas,ESP,1995
Kolbeinn Sigiorsson,ISL,1990
Kolo Toure,CIV,1981
Konrad Laimer,AUT,1997
Konstantin Engel,KAZ,1988
Konstantin Rausch,RUS,1990
Konstantinos Mavropanos,GRE,1997
Koo Ja-cheol,KOR,1989
Koray Gunter,GER,1994
Kortney Hause,ENG,1995
Kossi Agassa,TOG,1978
Kostas Manolas,GRE,1991
Kostas Mitroglou,GRE,1988
Kostas Stafylidis,GRE,1993
